Address,Lat,Long,Type,Bed,Bath,Parking,Bond,Price
"2702/1 Balston Street, Southbank VIC 3006",-37.8258831,144.962071,Apartment/Unit/Flat,2,2,1,,830.0
"2507/180 City Road, Southbank VIC 3006",-37.8240916,144.9620137,Apartment/Unit/Flat,1,1,1,,620.0
"73/183 City Road, Southbank VIC 3006",-37.8213792,144.9669588,Apartment/Unit/Flat,2,2,1,,720.0
"8/82 Coventry Street, Southbank VIC 3006",-37.8290752,144.9697618,Apartment/Unit/Flat,3,1,1,,950.0
"203/38 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,2,2,1,3042.0,700.0
"709/133 Rosslyn Street, West Melbourne VIC 3003",-37.8089359,144.9505725,Apartment/Unit/Flat,2,1,2,3042.0,700.0
"1303/83 Queensbridge Street, Southbank VIC 3006",,,Apartment/Unit/Flat,2,1,1,,730.0
"3912/1 Balston Street, Southbank VIC 3006",-37.82585671806986,144.9620352273495,Apartment/Unit/Flat,2,1,0,,650.0
"4804/81 City Road, Southbank VIC 3006",-37.822342,144.9651469,Apartment/Unit/Flat,2,2,1,,860.0
"13/28 Southgate Avenue, Southbank VIC 3006",-37.820681081395755,144.96794804211044,Apartment/Unit/Flat,3,2,1,,900.0
"1406/22 Dorcas Street, Southbank VIC 3006",-37.83098477974737,144.96754861839628,Apartment/Unit/Flat,1,1,1,2303.0,530.0
"102/320 St Kilda Road, Southbank VIC 3006",-37.829439,144.970885,Apartment/Unit/Flat,1,1,1,2477.0,570.0
"2101/45 Dudley Street, West Melbourne VIC 3003",-37.810603913828274,144.94892138321234,Apartment/Unit/Flat,3,3,3,12000.0,2.0
"30/114 Dodds Street, Southbank VIC 3006",-37.827716034537566,144.96743687804934,Apartment/Unit/Flat,2,1,1,3368.0,775.0
"905/58 Jeffcott Street, West Melbourne VIC 3003",-37.81150735,144.95159801681416,Apartment/Unit/Flat,2,1,1,,650.0
"4502/7 Riverside Quay, Southbank VIC 3006",-37.8217537,144.9646548634634,Apartment/Unit/Flat,3,2,1,3000.0,1450.0
"501/408 Spencer Street, West Melbourne VIC 3003",-37.8105866,144.9505335,Apartment/Unit/Flat,1,1,0,,560.0
"4*02/18 Hoff Boulevard, Southbank VIC 3006",-37.82546565044895,144.96381869939586,Apartment/Unit/Flat,1,1,0,2607.0,600.0
"105/38 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,1,1,1,2260.0,520.0
"2006/9 Power Street, Southbank VIC 3006",-37.82537924333002,144.964776232432,Apartment/Unit/Flat,3,2,2,8000.0,1500.0
"52/79 Whiteman Street, Southbank VIC 3006",-37.82680870357098,144.955640968364,Apartment/Unit/Flat,1,1,1,2500.0,575.0
"812/1 Queensbridge Square, Southbank VIC 3006",-37.8212147,144.96191869690637,Apartment/Unit/Flat,1,1,1,,860.0
"B1210/15-85 Gladstone Street, South Melbourne VIC 3205",-37.830186174169775,144.94955958863284,Apartment/Unit/Flat,2,2,1,,1.0
"C1705/15-85 Gladstone Street, South Melbourne VIC 3205",-37.830186174169775,144.94955958863284,Apartment/Unit/Flat,3,2,1,,1.0
"2102/118 Kavanagh Street, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,2,2,1,,700.0
"802/3 Tarver Street, Port Melbourne VIC 3207",-37.834630655687626,144.9208243105766,Apartment/Unit/Flat,2,1,2,3389.0,780.0
"9/5 Anderson Street, West Melbourne VIC 3003",-37.804755857775014,144.9419227427953,Townhouse,3,2,1,3346.0,770.0
"901/161 Eastern Road, South Melbourne VIC 3205",-37.83654,144.9672568,Apartment/Unit/Flat,4,3,4,27000.0,4.0
"1209/18 Hoff Blvd, Southbank VIC 3006",-37.82546565044895,144.96381869939586,Apartment/Unit/Flat,2,2,0,2900.0,720.0
"2111/81 City Road, Southbank VIC 3006",-37.822342,144.9651469,Apartment/Unit/Flat,1,1,0,,630.0
"2002/1 Balston Street, Southbank VIC 3006",-37.82585671806986,144.9620352273495,Apartment/Unit/Flat,2,2,1,,850.0
"67/100 Kavanagh Street, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,2,2,1,3259.0,750.0
"2200/180 City Road, Southbank VIC 3006",-37.8240916,144.9620137,Apartment/Unit/Flat,1,1,1,,595.0
"2210/241 City Road, Southbank VIC 3006",-37.8265413,144.96004496487578,Apartment/Unit/Flat,2,2,1,3476.0,800.0
"102/88 Dow Street, Port Melbourne VIC 3207",-37.84236723330009,144.94061628823104,Apartment/Unit/Flat,1,1,1,2390.0,550.0
"4106/7 Riverside Quay, Southbank VIC 3006",-37.821240625257566,144.96459670797202,Apartment/Unit/Flat,1,1,1,3477.0,800.0
"3603/151 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,2,1,1,,650.0
"2304/105 Clarendon St, Southbank VIC 3006",-37.827215100000004,144.95823152779354,Apartment/Unit/Flat,2,1,0,3042.0,700.0
"2801/118 Kavanagh Street, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,2,2,1,,720.0
"12/9 Dryburgh Street, West Melbourne VIC 3003",-37.806040851913195,144.94298326838003,Apartment/Unit/Flat,2,1,1,,720.0
"1900/118 Kavanagh Street, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,3,2,2,,980.0
"1304/81 City Road, Southbank VIC 3006",-37.822342,144.9651469,Apartment/Unit/Flat,2,2,0,,780.0
"1214/338 Kings Way, South Melbourne VIC 3205",-37.8348999,144.9699959,Apartment/Unit/Flat,2,1,1,2607.0,600.0
"1004/53 Batman Street, West Melbourne VIC 3003",-37.8107266547977,144.95178218737408,Apartment/Unit/Flat,2,1,0,,550.0
"2100/63 Whiteman Street, Southbank VIC 3006",-37.825877,144.956901,Apartment/Unit/Flat,1,1,1,,650.0
"139/183 City Road, Southbank VIC 3006",-37.82494105000001,144.9620413641839,Apartment/Unit/Flat,2,2,1,,680.0
"5805/18 Hoff Boulevard, Southbank VIC 3006",-37.82546565044895,144.96381869939586,Apartment/Unit/Flat,3,2,2,,1.0
"1502/45 Clarke Street, Southbank VIC 3006",-37.82826184031475,144.959810227644,Apartment/Unit/Flat,2,2,0,3345.0,770.0
"145/99 Whiteman Street, Southbank VIC 3006",-37.82680870357098,144.955640968364,Apartment/Unit/Flat,3,2,1,,920.0
"603/118 Dudley Street, West Melbourne VIC 3003",-37.810603913828274,144.94892138321234,Apartment/Unit/Flat,1,1,1,,530.0
"801/65 Coventry St, Southbank VIC 3006",-37.82899040155311,144.97004433662536,Apartment/Unit/Flat,2,2,1,3302.0,760.0
"22/88 Park Street, South Melbourne VIC 3205",-37.835284065754685,144.96136467759933,Apartment/Unit/Flat,3,2,1,,875.0
"2806/81 City Road, Southbank VIC 3006",-37.821220009985815,144.96707178103665,Apartment/Unit/Flat,2,2,0,,800.0
"3211/18 Hoff Bvd, Southbank VIC 3006",-37.82546565044895,144.96381869939586,Apartment/Unit/Flat,2,2,0,3867.0,890.0
"324/173 City Road, Southbank VIC 3006",-37.82460895,144.9624245419911,Apartment/Unit/Flat,2,1,1,,700.0
"807/1 Balston Street, Southbank VIC 3006",-37.82585671806986,144.9620352273495,Apartment/Unit/Flat,2,2,1,,750.0
"2001/105 Clarendon St, Southbank VIC 3006",-37.827215100000004,144.95823152779354,Apartment/Unit/Flat,1,1,0,2173.0,500.0
"3310/105 Clarendon Street, Southbank VIC 3006",-37.827215100000004,144.95823152779354,Apartment/Unit/Flat,1,1,0,2390.0,550.0
"271 Montague Street, South Melbourne VIC 3205",-37.83766995,144.9546192542201,Townhouse,3,1,0,3476.0,800.0
"4003/151 City Road, Southbank VIC 3006",-37.821220009985815,144.96707178103665,Apartment/Unit/Flat,2,1,1,,690.0
"55/88 Park Street, South Melbourne VIC 3205",-37.835284065754685,144.96136467759933,Apartment/Unit/Flat,2,1,1,,640.0
"304B/320 Plummer Street, Port Melbourne VIC 3207",-37.8338918,144.92003142505416,Apartment/Unit/Flat,2,2,1,,780.0
"302/74-76 Eastern Road, South Melbourne VIC 3205",-37.8366244,144.9668758,Apartment/Unit/Flat,2,2,1,,820.0
"1508/151 City Road, Southbank VIC 3006",-37.821220009985815,144.96707178103665,Apartment/Unit/Flat,2,1,1,,730.0
"3506/245 City Road, Southbank VIC 3006",-37.8266017,144.9597515,Apartment/Unit/Flat,1,1,0,2824.0,650.0
"2603/38 Albert Road, South Melbourne VIC 3205",-37.833804,144.97118247584845,Apartment/Unit/Flat,2,2,1,3259.0,750.0
"1801/45 Dudley Street, West Melbourne VIC 3003",-37.8101091,144.95102590306197,Apartment/Unit/Flat,2,1,0,3303.0,760.0
"1610/25-29 Coventry Street, Southbank VIC 3006",-37.829382249999995,144.97007030123092,Apartment/Unit/Flat,2,2,1,3389.0,780.0
"612/1 Balston Street, Southbank VIC 3006",-37.82585671806986,144.9620352273495,Studio,1,1,0,,495.0
"1502/45 Dudley Street, West Melbourne VIC 3003",-37.810603913828274,144.94892138321234,Apartment/Unit/Flat,2,2,0,3476.0,800.0
"292/22 Kavanagh Street, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,3,2,2,,990.0
"609/52 Nott St, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,2,1,2,3389.0,780.0
"175/22 Kavanagh Street, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,3,1,1,3476.0,800.0
"3607/283 City Road, Southbank VIC 3006",-37.821220009985815,144.96707178103665,Apartment/Unit/Flat,1,1,0,2651.0,610
"2902/241 City Road, Southbank VIC 3006",-37.8265413,144.96004496487578,Apartment/Unit/Flat,2,1,1,2824.0,650
"1909/83 Queens Bridge Street, Southbank VIC 3006",-37.824095271217,144.96059932210528,Apartment/Unit/Flat,2,2,1,,850
"107/79 Whiteman Street, Southbank VIC 3006",-37.82680870357098,144.955640968364,Apartment/Unit/Flat,3,2,0,,920
"16 Tomkins Rd, Port Melbourne VIC 3207",-37.8287796,144.9424282,Townhouse,3,3,1,4128.0,950
"1901/109 Clarendon Street, Southbank VIC 3006",-37.82775025,144.95847632452274,Apartment/Unit/Flat,1,1,0,2173.0,500
"149 Boundary Street, Port Melbourne VIC 3207",-37.8280726,144.9425052,Townhouse,3,3,2,5940.0,990
"15/50 Rosslyn Street, West Melbourne VIC 3003",-37.809772676091264,144.94822754654965,Apartment/Unit/Flat,2,1,0,2716.0,625
"3810/151 City Road, Southbank VIC 3006",-37.821220009985815,144.96707178103665,Apartment/Unit/Flat,1,1,0,2390.0,550
"2607/180 City Road, Southbank VIC 3006",-37.8240916,144.9620137,Apartment/Unit/Flat,1,1,1,,620
"1914/151 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,1,1,0,,540
"1205/53 Batman Street, West Melbourne VIC 3003",-37.8107266547977,144.95178218737408,Apartment/Unit/Flat,1,1,0,2297.0,530
"199 Liardet Street, Port Melbourne VIC 3207",-37.83729185,144.9395871155031,House,3,1,2,,1
"77/120 Sturt Street, Southbank VIC 3006",-37.82836229611366,144.9658873197658,Apartment/Unit/Flat,2,1,1,3476.0,800
"104/33 Clarke Street, Southbank VIC 3006",-37.82826184031475,144.959810227644,Apartment/Unit/Flat,1,1,0,2390.0,550
"515/65 Coventry Street, Southbank VIC 3006",-37.82899040155311,144.97004433662536,Apartment/Unit/Flat,1,1,0,,550
"1402/45 Dudley Street, West Melbourne VIC 3003",-37.810603913828274,144.94892138321234,Apartment/Unit/Flat,2,2,0,5700.0,950
"319/9 Dryburgh Street, West Melbourne VIC 3003",-37.806040851913195,144.94298326838003,Apartment/Unit/Flat,2,1,1,,650
"807/22 Dorcas Street, Southbank VIC 3006",-37.83098477974737,144.96754861839628,House,1,1,1,2346.0,540
"1804/70 Southbank Boulevard, Southbank VIC 3006",-37.823702243805606,144.9689432310307,Apartment/Unit/Flat,2,2,1,3585.0,825
"Apt 13/24 Ireland Street, West Melbourne VIC 3003",-37.80745185,144.94569269939188,Apartment/Unit/Flat,1,1,1,2129.0,490
"49 Tarver Street, Port Melbourne VIC 3207",-37.83396,144.9236678,Townhouse,3,2,1,5850.0,975
"2506/70 Southbank Boulevard, Southbank VIC 3006",-37.823702243805606,144.9689432310307,Apartment/Unit/Flat,2,1,0,3259.0,700
"319/173 City Road, Southbank VIC 3006",-37.82460895,144.9624245419911,Apartment/Unit/Flat,2,2,1,,740
"806/60 Kavanagh Street, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,3,2,1,,1
"104/211 Dorcas Street, South Melbourne VIC 3205",-37.833288282969015,144.95956103504335,Apartment/Unit/Flat,1,1,1,2260.0,520
"310/408 Spencer Street, West Melbourne VIC 3003",-37.8105866,144.9505335,Apartment/Unit/Flat,2,2,1,,820
"101/109 York Street, South Melbourne VIC 3205",-37.830426018999205,144.96080370041474,Apartment/Unit/Flat,2,1,1,3368.0,775
"1403/8 Dorcas Street, South Melbourne VIC 3205",-37.833288282969015,144.95956103504335,Apartment/Unit/Flat,2,2,1,3150.0,725
"2205/65 Dudley Street, West Melbourne VIC 3003",-37.8100944,144.9505256,Apartment/Unit/Flat,2,2,0,3389.0,780
"62/39 Dorcas Street, South Melbourne VIC 3205",-37.833288282969015,144.95956103504335,Apartment/Unit/Flat,2,2,1,3445.0,780
"502/38 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,1,1,1,2260.0,520
"202/14-20 Anderson St, West Melbourne VIC 3003",-37.8056938,144.94216626186855,Apartment/Unit/Flat,1,1,1,2173.0,500
"1702/138 Ferrars Street, South Melbourne VIC 3205",-37.8299469,144.9532628,Apartment/Unit/Flat,3,2,1,8691.0,2
"3006/109 Clarendon Street, Southbank VIC 3006",-37.82775025,144.95847632452274,Apartment/Unit/Flat,1,1,1,2520.0,580
"228/100 Kavanagh Street, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,1,1,1,2716.0,625
"2107/105 Clarendon St, Southbank VIC 3006",-37.827215100000004,144.95823152779354,Apartment/Unit/Flat,2,1,1,3172.0,730
"1311/60 Kavanagh St, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,3,2,1,,1
"G04/493 Victoria Street, West Melbourne VIC 3003",-37.76496442068965,144.9460404137931,Apartment/Unit/Flat,2,1,2,2542.0,585
"508/144-150 Clarendon Street, Southbank VIC 3006",-37.8292595,144.9585797,Apartment/Unit/Flat,1,1,1,2390.0,550
"609/148 Wells Street, South Melbourne VIC 3205",-37.83101885,144.9692492325907,Apartment/Unit/Flat,2,1,1,,650
"904/109 Clarendon Street, Southbank VIC 3006",-37.82775025,144.95847632452274,Apartment/Unit/Flat,2,1,0,2607.0,600
"2506/81 City Road, Southbank VIC 3006",-37.822342,144.9651469,Apartment/Unit/Flat,2,2,0,,800
"205/112 Ireland Street, West Melbourne VIC 3003",-37.80752575161823,144.94510093303353,Apartment/Unit/Flat,1,1,0,1912.0,440
"6/6-12 Raglan Place, South Melbourne VIC 3205",-37.83770435,144.9633584,Studio,1,1,1,1803.0,415
"807/221 Sturt Street, Southbank VIC 3006",-37.82960679999999,144.9661494572341,Apartment/Unit/Flat,3,2,1,4128.0,950
"614/39 Coventry Street, Southbank VIC 3006",-37.82899040155311,144.97004433662536,Apartment/Unit/Flat,1,1,0,2173.0,500
"1812/39 Coventry Street, Southbank VIC 3006",-37.82899040155311,144.97004433662536,Apartment/Unit/Flat,2,1,1,2738.0,630
"13/83 Whiteman St, Southbank VIC 3006",-37.82680870357098,144.955640968364,Apartment/Unit/Flat,1,1,1,2824.0,650
"6503/35 Queensbridge Street, Southbank VIC 3006",,,Apartment/Unit/Flat,3,2,2,30000.0,5
"18 Gellibrand Road, Port Melbourne VIC 3207",-37.8384978,144.92280661489224,House,4,1,0,3520.0,810
"7 Riverside Quay, Southbank VIC 3006",-37.8217537,144.9646548634634,Apartment/Unit/Flat,3,2,1,,1
"205/211 Dorcas Street, South Melbourne VIC 3205",-37.833288282969015,144.95956103504335,Apartment/Unit/Flat,1,1,1,2282.0,525
"106/87 Roden Street, West Melbourne VIC 3003",-37.80704424360138,144.9488775358202,Apartment/Unit/Flat,2,2,1,3085.0,710
"70/120 Sturt St, Southbank VIC 3006",-37.82836229611366,144.9658873197658,Apartment/Unit/Flat,3,1,1,4302.0,990
"1207/39 Coventry Street, Southbank VIC 3006",-37.82899040155311,144.97004433662536,Apartment/Unit/Flat,2,1,1,2825.0,650
"406/138 Ferrars Street, South Melbourne VIC 3205",-37.8299469,144.9532628,Apartment/Unit/Flat,2,2,0,3477.0,800
"Carpark/55 Jeffcott Street, West Melbourne VIC 3003",-37.812179549999996,144.95178800299027,House,1,1,1,217.0,50
"2406/105 Clarendon St, Southbank VIC 3006",-37.827215100000004,144.95823152779354,Apartment/Unit/Flat,2,1,0,3042.0,700
"604/274 Coventry Street, South Melbourne VIC 3205",-37.8318611,144.9590230567993,Apartment/Unit/Flat,2,2,1,5000.0,895
"4704/81 City Road, Southbank VIC 3006",-37.822342,144.9651469,Apartment/Unit/Flat,2,2,1,,880
"G03/99 Palmerston Crescent, South Melbourne VIC 3205",-37.8362243,144.96722,Apartment/Unit/Flat,1,1,0,2499.0,575
"3/320 Spencer Street, West Melbourne VIC 3003",-37.81205897741146,144.95085584611456,Apartment/Unit/Flat,2,1,0,2477.0,570
"1705E/42-48 Balston Street, Southbank VIC 3006",-37.826547649999995,144.96264426642767,Apartment/Unit/Flat,1,1,0,2390.0,550
"1406/33 Clarke Street, Southbank VIC 3006",-37.82826184031475,144.959810227644,Apartment/Unit/Flat,1,1,0,1955.0,450
"2305/60 Kavanagh Street, Southbank VIC 3006",-37.8254157,144.96277065,Apartment/Unit/Flat,2,1,0,,700
"711/65 Dudley Street, West Melbourne VIC 3003",-37.810603913828274,144.94892138321234,Apartment/Unit/Flat,1,1,0,2934.0,675
"203/38 Bank Street, South Melbourne VIC 3205",-37.83294542668508,144.96513782553131,Apartment/Unit/Flat,3,2,2,,1
"802/33 Batman Street, West Melbourne VIC 3003",-37.8107266547977,144.95178218737408,Apartment/Unit/Flat,2,1,0,2695.0,650
"205/77 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,2,2,1,2955.0,680
"504/138 Ferrars Street, South Melbourne VIC 3205",-37.8356035044245,144.9561035549088,Apartment/Unit/Flat,2,2,0,3694.0,850
"2202/109 Clarendon Street, Southbank VIC 3006",-37.82775025,144.95847632452274,Apartment/Unit/Flat,2,1,0,2694.0,620
"10/50 Rosslyn Street, West Melbourne VIC 3003",-37.809772676091264,144.94822754654965,Apartment/Unit/Flat,2,1,0,2520.0,580
"904/81 City Road, Southbank VIC 3006",-37.822342,144.9651469,Apartment/Unit/Flat,2,2,0,,800
"L60/18 Hoff Boulevard, Southbank VIC 3006",-37.82546565044895,144.96381869939586,Apartment/Unit/Flat,3,2,1,6518.0,1
"C0804/15-85 Gladstone Street, South Melbourne VIC 3205",-37.830186174169775,144.94955958863284,Apartment/Unit/Flat,1,1,0,,785
"308/112 Ireland Street, West Melbourne VIC 3003",-37.80752575161823,144.94510093303353,Apartment/Unit/Flat,1,1,0,,500
"2/61-67 Whiteman Street, Southbank VIC 3006",-37.826152,144.9567099,Apartment/Unit/Flat,1,1,1,2390.0,550
"65/33 Jeffcott St, West Melbourne VIC 3003",-37.81172929879854,144.95215927194124,Apartment/Unit/Flat,2,1,1,3300.0,825
"608/30-32 Palmerston Crescent, South Melbourne VIC 3205",-37.835566237539986,144.96841237101242,Apartment/Unit/Flat,2,2,1,3454.0,795
"508/83 Queensbridge Street, Southbank VIC 3006",,,Apartment/Unit/Flat,1,1,1,2433.0,560
"903/58 Clarke St, Southbank VIC 3006",-37.82826184031475,144.959810227644,Apartment/Unit/Flat,1,1,1,2281.0,525
"3006/11 Bale Circuit, Southbank VIC 3006",-37.826102532577444,144.96321488302326,Apartment/Unit/Flat,3,2,1,,1
"4409/45 Clarke Street, Southbank VIC 3006",-37.826896649999995,144.9595244817237,Apartment/Unit/Flat,2,1,1,2955.0,680
"3608/151 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,2,1,1,3042.0,700
"3504/81 City Road, Southbank VIC 3006",-37.822342,144.9651469,Apartment/Unit/Flat,2,2,1,,850
"G16/70 Nott Street, Port Melbourne VIC 3207",-37.8408092,144.9399635,Apartment/Unit/Flat,1,1,0,2520.0,580
"6502/35 Queensbridge Street, Southbank VIC 3006",,,Apartment/Unit/Flat,3,2,2,30000.0,5
"3907/81 City Road, Southbank VIC 3006",-37.822342,144.9651469,Apartment/Unit/Flat,3,2,1,,1
"7/33 Jeffcott Street, West Melbourne VIC 3003",-37.81172929879854,144.95215927194124,Apartment/Unit/Flat,2,2,1,3042.0,700
"122/8 Wells Street, Southbank VIC 3006",-37.827220466668614,144.96880880031895,Apartment/Unit/Flat,4,3,2,8450.0,1690
"1004/8 Dorcas Street, South Melbourne VIC 3205",-37.833288282969015,144.95956103504335,Apartment/Unit/Flat,1,1,1,2390.0,550
"812/151 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,1,1,0,,471
"4501/81 City Road, Southbank VIC 3006",-37.822342,144.9651469,Apartment/Unit/Flat,3,2,1,,1
"7/333 Coventry Street, South Melbourne VIC 3205",-37.83212074164326,144.95928734266874,Apartment/Unit/Flat,2,2,2,4562.0,1050
"3603/260 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,2,2,0,3400.0,850
"804/260 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,1,1,0,2720.0,680
"176/79 Whiteman Street, Southbank VIC 3006",-37.82680870357098,144.955640968364,Apartment/Unit/Flat,2,1,1,,690
"1903/83 Queensbridge Street, Southbank VIC 3006",,,Apartment/Unit/Flat,1,1,0,2477.0,570
"1402/58 Clarke Street, Southbank VIC 3006",-37.82784855,144.9593388,Apartment/Unit/Flat,1,1,1,2303.0,530
"312/118 Dudley Street, West Melbourne VIC 3003",-37.810603913828274,144.94892138321234,Apartment/Unit/Flat,2,2,0,,680
"1003/288 Adderley Street, West Melbourne VIC 3003",-37.8073216,144.9430814,Apartment/Unit/Flat,3,2,1,12000.0,2
"1106/138 Ferrars Street, South Melbourne VIC 3205",-37.8356035044245,144.9561035549088,Apartment/Unit/Flat,2,2,1,4020.0,950
"179/79 Whiteman Street, Southbank VIC 3006",-37.82680870357098,144.955640968364,Apartment/Unit/Flat,2,1,1,2911.0,670
"310/141-149 Roden Street, West Melbourne VIC 3003",-37.80704424360138,144.9488775358202,Apartment/Unit/Flat,1,1,1,,540
"5814/70 Southbank Boulevard, Southbank VIC 3006",-37.823702243805606,144.9689432310307,Apartment/Unit/Flat,1,1,0,3575.0,825
"190 Ferrars Street, South Melbourne VIC 3205",-37.8325205,144.9544433513234,House,2,1,1,2824.0,650
"5/6-12 Raglan Place, South Melbourne VIC 3205",-37.83770435,144.9633584,Studio,1,1,1,1629.0,375
"703/58 Clarke Street, Southbank VIC 3006",-37.82826184031475,144.959810227644,Apartment/Unit/Flat,1,1,1,,540
"5006/260 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,2,2,0,3400.0,850
"4801/260 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,2,2,0,3440.0,860
"5401/260 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,2,2,0,3600.0,900
"805/260 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,2,2,0,3680.0,920
"3604/260 City Road, Southbank VIC 3006",-37.82136554139084,144.96698916004533,Apartment/Unit/Flat,2,2,0,3796.0,949
"3307/105 Clarendon Street, Southbank VIC 3006",-37.827215100000004,144.95823152779354,Apartment/Unit/Flat,2,1,1,3120.0,780
"3104/58 Clarke Street, Southbank VIC 3006",-37.82784855,144.9593388,Apartment/Unit/Flat,2,1,0,2607.0,600
"36 Hillman Square, Port Melbourne VIC 3207",,,Townhouse,4,2,1,6300.0,1
Southbank VIC 3006,-37.8253618,144.9640203,Apartment/Unit/Flat,1,1,0,2123.0,490
"616/253-273 Normanby Road, South Melbourne VIC 3205",,,Apartment/Unit/Flat,2,2,0,3259.0,750
"112 Adderley Street, West Melbourne VIC 3003",-37.8104848,144.9481301,Apartment/Unit/Flat,1,1,1,2607.0,600
"408/118 Dudley Street, West Melbourne VIC 3003",-37.810603913828274,144.94892138321234,Apartment/Unit/Flat,2,1,1,2000.0,700
"2501/42-48 Balston Street, Southbank VIC 3006",-37.826547649999995,144.96264426642767,Apartment/Unit/Flat,2,1,1,2825.0,650
"1 Tarver St, Port Melbourne VIC 3207",-37.835226250000005,144.92062484653843,Townhouse,4,3,4,23400.0,3
"216/232-242 Rouse Street, Port Melbourne VIC 3207",-37.8405783,144.9373527666225,Apartment/Unit/Flat,1,1,1,2390.0,550
"501/25 Pickles Street, Port Melbourne VIC 3207",-37.83653634920849,144.94866066224463,Apartment/Unit/Flat,1,1,1,750.0,868
"315/232-242 Rouse Street, Port Melbourne VIC 3207",-37.8405783,144.9373527666225,Apartment/Unit/Flat,2,2,1,3042.0,700
"207/232-242 Rouse Street, Port Melbourne VIC 3207",-37.8405783,144.9373527666225,Apartment/Unit/Flat,1,1,1,2260.0,520
"27 Little Swallow Street, Port Melbourne VIC 3207",-37.83883701790539,144.9317723801621,Studio,1,1,0,2303.0,550
"2/6 Graham Street, Port Melbourne VIC 3207",-37.84174435075938,144.9432804987476,Apartment/Unit/Flat,2,1,2,3650.0,840
"503/41 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,1,1,1,3772.0,868
"8A Woodruff Street, Port Melbourne VIC 3207",-37.8284693,144.9420657,Townhouse,3,3,1,5640.0,940
"608/54 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,2,1,1,2824.0,650
"1/169 Albert Street, Port Melbourne VIC 3207",-37.834821145031334,144.93684304699204,House,1,1,1,2499.0,575
"259 Esplanade East, Port Melbourne VIC 3207",-37.83704055,144.94584145,House,2,1,1,,660
"G01/40 Beach Street, Port Melbourne VIC 3207",-37.84238521160532,144.93657885217172,Apartment/Unit/Flat,2,1,1,4623.0,1064
"202/45 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,1,1,1,4563.0,1050
"102/45 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,2,1,1,5649.0,1300
"501/45 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,2,2,1,6301.0,1450
"502/45 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,2,1,1,4780.0,1100
"503/45 Nott Street, Port Melbourne VIC 3207",-37.834507369141235,144.94433784404671,Apartment/Unit/Flat,1,1,1,4410.0,1015
"1C Basil Street, Newport VIC 3015",-37.8472018,144.8657801,Townhouse,2,1,2,2954.0,680
"15/99 The Strand, Newport VIC 3015",-37.848970648517884,144.8948960711849,Apartment/Unit/Flat,3,2,2,3693.0,850
"126 The Avenue, Spotswood VIC 3015",-37.8259686,144.8709203,House,5,3,2,5648.0,1
"31/92 New Street, South Kingsville VIC 3015",-37.8295063,144.8668031,Townhouse,3,2,2,3607.0,830
"10 Truman Street, South Kingsville VIC 3015",-37.8292244,144.8688798,House,4,3,2,6147.0,1
